id,text,Label
ss87119,i was feeling pretty crappy too,sadness
ss198818,i think if you re the type of person who is trying to live your life with more meaning or you re trying to be more positive if you re looking for ways to inspire yourself this will feel like the supportive friend you need,love
ss28251,i wasnt preregistered so i almost bowed out at the last minute because i didnt feel like dealing with a cranky baby,anger
ss321364,i love every little thing about loving you from the feeling i get when we are together to the longing to be with you when we are far apart,love
ss217307,im feeling adventurous a loose t shirt plain graphic whatever as long as its large and soft and when im feeling particularly merr a href http www,joy
ss145000,i feel so scared at the first day,fear
ss78196,i might if ill feel bitchy enough,anger
ss13516,i can even remember feeling convinced that i should buy an mgb,joy
ss279358,i started feeling unwelcome,sadness
ss174478,i feel there were some reluctant heroes today,fear
ss28658,i that empty am i that cold that you cant even feel my hand in yours am i that stubborn that i cant see whats infront of me whats infront of me is my world that i never knew,anger
ss260878,i meditate on the feeling of a peaceful and calm mind,joy
ss201049,ive started taking new meds which make me feel anxious and depressed,fear
ss70014,i want your friends to feel it as well,joy
ss319870,ive tried to explain him my feelings to him but then he says again that i should leave if im so unhappy,sadness
ss411330,i do feel a little homesick,sadness
ss225456,i don t like to pursue a song because i feel contented that i have a great idea and that feels good in itself and spurs me on,joy
ss146346,i am feeling extremely pleased with my efforts,joy
ss118964,i really want to get back to blogging but just feel empty and flat at the moment,sadness
ss116658,i know it seems strange to say but when we left our appointment yesterday we didnt leave feeling devastated like we had so many times last year,sadness
ss302456,i think its because im pregnant and currently home with two kids one of which is on february vacation this week that im feeling especially hostile towards ms,anger
ss22333,i feel humiliated that i would be accused and portrayed as mr,sadness
ss225345,i feel so incredibly blessed far beyond what i deserve,love
ss147861,i hide what i feel you think im happy,joy
ss315374,i was at teachers college and subsequent professional development opportunities following this it was always highlighted that children need an audience to motivate them to write and for them to feel their writing is worthwhile,joy
ss36721,i noe eu jux wanna make mi smile too but inside eu feel so messy amp dunno how amp helpless,sadness
ss254849,i feel like i m on really shaky ground right now because i don t know for sure how i feel about certain things,fear
ss117463,i remember feeling isolated and alone and completely misunderstood,sadness
ss217351,ive had a beer and half a bottle of wine so far i am feeling very jolly,joy
ss313610,i hate feeling like i need to go to therapy and then leaving my appointment feeling dissatisfied that r didnt work some psychiatric magic and make me all better,anger
ss56742,i feel like sitting there with people who come to visit me yet don t say anything or how generous i m feeling when people come to my door and say i came for lunch,joy
ss154561,ive been feeling frantic and run down,fear
ss249990,i am afraid that i will get to this point and then something catastrophic will happen and i will have to revert back to eating crap or less vibrant food than usual and get sick or feel shitty again,sadness
ss216615,i feel abused and scorned a battered wife yet i am not and guiltless i am not either,sadness
ss130530,i feel better about myself blogging is easier i find,joy
ss386934,i have to feel whiney when i m just today one week out of surgery major abdominal surgery,sadness
ss246608,i would definitely say something if he started showing mooch tendencies but i cant shake the feeling of being annoyed cause i think he could do a good deal more,anger
ss171458,i feel unpleasant weight absence of energy,sadness
ss271164,i walk across that stage tomorrow ill try to soak up the feeling of accomplishment and the reminder of how faithful god has been because a new chapter is coming,joy
ss73777,i feel like santa giving away such a lovely load of this years favourite toys,love
ss94006,i feel my life is fuller much more productive and rewarding,joy
ss256261,i have been ordering a steady stream of books since i arrived and i m feeling particularly virtuous that i haven t paid for hardcopies and i won t have those extra books to move back to connecticut with me,joy
ss41478,i told him that i wasnt embarrassed about talking about this stuff with him and that he never needed to feel embarrassed to talk to me,sadness
ss273765,i was so impressed by the sheer professionalism of the set up and organisation and i have a feeling this competition will quickly become highly respected,joy
ss409214,i woke up feeling really groggy as i had difficulty sleeping but as the day progressed my mojo and swagger levels increased and i m feeling fantastic,sadness
ss409055,i am feeling frightened all the time since of this,fear
ss338326,i feel unwelcome and rejected and every ounce of interest i had in the faith has be squashed by their complete closed mindedness,sadness
ss314582,im feeling timid about but im of course willing to give it a shot,fear
ss369303,im pretty sure we would have had a bit of a full on lesbian moment had the security guard who was probably a bit suspicious at the time since we were all apparently feeling so friendly not banged sternly upon the door and ordered us out,joy
ss188175,i feel offended when other make decisions for me so i pledge to try not to unilaterally make decisions for others,anger
ss185672,i feel physically terrible,sadness
ss195838,i feel not accepted,joy
ss324592,i use my divine healing hands i feel the presence of the divine,joy
ss321200,i find this scent pretty generic i actually feel like bath amp bodyworks didnt invest much time in this collection like they created sweet on paris then decided to throw together two other predictable scents,love
ss350152,i turned in my frustration inward and feel isolated in the process,sadness
ss413835,i am already beginning to feel the faintest pangs of longing for europe or asia,love
ss32664,i am so excited and feel very special,joy
ss261730,i was feeling pretty miserable for a few days,sadness
ss382419,i would feel hopeless,sadness
ss234692,i feel jaded about the idea of dating someone,sadness
ss401531,i feel fairly content with the world,joy
ss51642,i would also say that work gives us a routine that fills our time gives our days purpose helps us to feel that we have achieved something and generally makes us feel worthwhile,joy
ss194228,i have this feeling that im going to have to be the one who bends if i want this part of it resolved for now,joy
ss26202,i know a lot of people are whining that a first boot cant possibly be a favourite but you guys know how i feel about my beloved a href http winterpaysforsummer,joy
ss256802,i call them only a third of the times that i want to though because i feel this strange pressure to stop missing them to stop wanting to be with them to just stop and grow up because i am and nobody else is acting like this,fear
ss151915,i feel assaulted he told a recent meeting held at magnet a gay mens health centre in the heart of castro,fear
ss193545,i cant sit for more than about minutes w o feeling like im being tortured,anger
ss157978,im making excuses for just wanting to eat lately but i really feel disheartened and when im disheartened i just dont care,sadness
ss150850,i feel like i can contribute so i would be surprised if five years from now i wasn t still involved in the sport,surprise
ss125830,i feel more hopeful today that i am at the end of this little visit to dumpsville,joy
ss105496,i feel so contented with my job,joy
ss334251,i am so tired of being used and made to feel unimportant by men,sadness
ss45140,i used to feel supportive of airline personel who had to deal with drunks img width height border title google bookmarks alt google bookmarks src pics google,love
ss416287,i feel such strong emotions when reading but this book had a profound effect on me i would certainly recommend it,joy
ss163059,i was feeling doubtful and stressed this semester,fear
ss208336,ive dealt with feeling helpless because i want to assist friends stuck in difficult situations but i dont have the means to do so at the moment,sadness
ss240936,i feel that there should be no boundaries when it comes to something that people are passionate about and i feel it would have been wrong to target a certain social group like upper class and low class people or even something as simple as girl and boy grouping,love
ss360061,i feel respected by my peers and other people,joy
ss247839,i feel that the lord is blessing the barrys for their faithful and incredible service,joy
ss190557,i still feel humiliated for they thought i was taking adventage of you but glad i am that you reached home,sadness
ss50125,i didnt need a special occasion these boys make me feel pretty special to be their mom everyday,joy
ss399520,i seems to feel a bit annoyed about the word of entrepreneur as it might because i did not achieve anything until now when the slide talk about the sources of stress and one of it was loneliness,anger
ss169866,i feel good today,joy
ss351882,i honestly don t know what causes me to feel the way i do but i definitely notice it and i m not particularly fond of the feeling,love
ss17516,i was tired of being a roller coaster feeling inadequate and like a hypocrite,sadness
ss198817,i was mentally calculating my expenses of late and feeling really regretful or burdened over some spendings like splurging on printing pigging out too much buying everything weird at daiso treating people to bless them the many many birthdays that happened,sadness
ss299234,i wasn t feeling threatened angry and mean into the bargain,fear
ss305607,the thought that ill never sit at the school desk again,sadness
ss413572,i found myself nitpicking my husband stressed over little things and feeling a little less intelligent,joy
ss173,i feel appreciative to eisner camp for many reasons this circumstance is just one more to add to a very long list,joy
ss277168,i feel so lively with her,joy
ss84845,im feeling so cold inside,anger
ss278348,i got home i was still feeling restless so i did a mile walking workout with the walking lady,fear
ss407468,i feel like i can and have a chance to make progress this year but im doubtful,fear
ss33919,im feeling slightly disheartened this week,sadness
ss9375,i the only one who feels insulted by this attitude from obama and many of the democratic leaders,anger
ss333496,i feel so often that arrangements can feel a little precious,joy
ss376495,i have failed to have a grip on myself for a very long time thanks to someone and now even when that very person is non existent i feel damaged beyond repair in some parts of me,sadness
ss110936,im feeling a little bit melancholy tonight,sadness
ss32076,i kinda thought that they might be giving something like a keychain at least for the recipients but its a feeling ugly sling bag,sadness
ss411254,i now can feel that not doing joyful things not feeling free to explore etc would keep me in that place of neutrality and somewhat in limbo,joy
ss134634,i feel like this icon would have been perfect if it had followed the theme a little better,joy
ss216424,i feel like an episode of hoarders she assured me i don t have that much stuff,joy
ss17939,i cant really tell sometimes it seems to me shed be interested others i feel like its not going anywhere because im in the hated friend zone,anger
ss6104,i feel like i breath too much cigarette smoke i usually don t really mind but now it just makes me cranky and annoyed,anger
ss403030,i just dont go and look at them after the kids fooled around with them or i will be there and fixing them and i feel its always messy when it really isnt,sadness
ss146749,i have been listening to hypnosis cds for anxiety and am about to do a hypnosis for depression but feel that i keep trying and trying and getting so discouraged with life,sadness
ss27144,i calmed myself down and stopped feeling fearful,fear
ss206525,i tended to stay where i felt comfortable to linger in those areas that i would never have to feel vulnerable,fear
ss90093,i can say that can truly convey the depths of the love i feel for him nor are there words that can truly capture how blessed i feel to have been able to spend the past seven years of my life as his wife,joy
ss232476,i have an awful feeling it may have been half an hour before when i entered the shopping centre in my frantic attempt to do tasks as quickly as possible,fear
ss323242,i was feeling defeated again and super overwhelmed i stopped and realized that this is just a demanding season for me,sadness
ss99940,i was in a very very massive pain in the process but now i feel relieved,joy
ss113883,id like that he says and tries to ignore the fluttering feeling in his gut when jon gives him another handsome smile,joy
ss46886,i feel ebola is more dangerous than aids,anger
ss117697,i do not know if i feel insulted or flattered,anger
ss319506,i saw the east two weeks ago and have the option to see world war z bling ring kings of summer or much ado about nothing this weekend though i hardly feel deprived of alternatives though,sadness
ss43077,i feel so clever having finished it,joy
ss416706,i was feeling useless and hopeless in the game called love,sadness
ss300766,i first smell the earthy yet clean olive leaf note but then the spicy pink pepper makes its way to the surface and what im left with is a clean slightly earthy slightly sweet and spicy scent that i find myself drawn to when im feeling a little playful,joy
ss136124,i feel so lethargic lately,sadness
ss199940,i get the feeling they still consider themselves superior to other branches of buddhism to say nothing of non buddhist schools,joy
ss319557,im wondering if i am going to feel lethargic today,sadness
ss106911,i feel we do have some control over our petty dissatisfactions by trying to act or think and then feel more positive about our own lives,anger
ss411926,i am interested in mixed with music that i have loved for a long time and also combining these elements with the themes of the record and this sort of feeling of self sabotage and a longing for a sort of nostalgic america and people whose lives have become sort of mythic,love
ss249885,i realize that despite her nauseating synonym savviness my incredibly irksome alter ego has a bit of a point and i am left feeling altogether very unpleasant because not only is there a good possibility i am evil but i m probably a little crazy too,sadness
ss231538,i have previously mentioned diets high in protein with low glycemic index carbohydrates experimentally are the best way to normalize weight feeling deprived,sadness
ss13906,i feel weird a href http bondmusings,fear
ss282372,i feel so helpless in my inability to cure brandon of lyme or babesia or from his constant aches and pains so i cook and cook and cook another meal,fear
ss48933,i feel distressed because now that my brothers nad sisters have grown up weve lost a little bonding and harmony,fear
ss204464,i think of all the things my mom can do and her endless energy i feel so lame,sadness
ss94624,i started to reeducate her subconscious thinking process about guilt and anger from her childhood giving her permission to feel long repressed feelings safely and appropriately,sadness
ss49913,i didnt feel like taking gu and the coke was amazing,surprise
ss333332,i feel very privileged to have this hanging on my wall now,joy
ss18710,i feel like i need to do that when it comes to a romantic relationship with someone,love
ss182175,i woke up feeling a bit groggy but discovered myself to be in a very cozy bed,sadness
ss309146,i am forever to be just a supporting role a bit player that only gets his moment in the spotlight whenever the writer is feeling gracious enough to write him in,joy
ss397630,i stopped feeling mad there was some sense of order,anger
ss183200,im one of those people who writes conversations in my mind over and over until i feel theyre word perfect,joy
ss314232,i were to post something id feel embarrassed and stressed and cowardly about it tomorrow and go right back and delete it,sadness
ss234145,i dont know why i feel so lively just like a new fresh start,joy
ss53852,i feel utterly complacent,joy
ss44364,i feel as though i cannot get through the day and it was then that lord reminded me of who he is and of his precious grace,joy
ss308650,i could enthusiastically sing when im not feeling super positive and upbeat,joy
ss314314,im feeling bouncy and i want to sleep and wake up tomorrow and go to my dear lt,joy
ss403071,ive been feeling lately how im more irritable stressed anxious and just not me,anger
ss46489,i am feeling gloomy like the weather,sadness
ss31279,i just adore and feel amazing in this dress,joy
ss231384,i got s and really i feel like i hit the lottery i was scared itd be something like x and id be screwed,fear
